service_id,service_class_id,service_name,agency,street,city,state,zipcode,country,url,contact_phone,contact_name,contact_email,contract_address
7138,9,"SEVA Foundation",SEVA,"1786 Fifth Street",Berkerley,CA,94710,USA,www.seva.org,510-845-7382,NULL,NULL,NULL
7139,1,"Camp Winnarainbow",NULL,NULL,Berkerley,CA,NULL,USA,www.campwinnarainbow.org,NULL,NULL,arainbow@mcn.org,NULL
7140,7,"Children's Helath Council",NULL,"650 Clark Way","Palo Alto",CA,94304,USA,www.chonline.org,650-326-5530,NULL,NULL,NULL
7141,4,"Camp Bizsmart",NULL,NULL,"Palo Alto",CA,NULL,USA,www.campbizsmart.org,800-475-0869,NULL,NULL,NULL
7142,1,"San Francisco Conservertory of Music",SFCM,"50 Oak Street","San Francisco",CA,94102,USA,www.sfcm.edu,415-864-7326,NULL,NULL,NULL
7143,1,"The Perlman Music Program",NULL,NULL,NULL,CA,NULL,NULL,www.perlmanmusicprogram.org/,NULL,NULL,NULL,NULL
7144,1,"The Diller Teen Fellows",NULL,"121 Steuart Street","San Francisco",CA,94105,USA,htto://www.sfjcf.org,415-777-0411,NULL,NULL,NULL
7145,1,"Trust in Education",NULL,"P.O. Box 936",Lafayette,CA,94549,USA,www.trustineducation.org,925-299-2010,NULL,NULL,NULL
7146,4,"Hidden Villa",NULL,"26870 Moody Road","Los Altos",CA,94022,USA,www.hiddenvilla.org,650-949-8650,NULL,info@hiddenvilla.org,NULL
7147,9,"Bread of life",NULL,"1703 Gray Street",Houston,TX,77002,NULL,www.breadoflifeinc.org,713-650-0595,NULL,NULL,NULL
7148,9,"World Vision International",NULL,"800 West Chestnut Avenue",Monrovia,CA,91016,USA,www.wvi.org,NULL,NULL,NULL,NULL
7149,7,"Face Aids",NULL,"P.O. Box 46","Palo Alto",CA,94302,USA,www.faceaids.org,NULL,NULL,NULL,NULL
7150,2,"Julie Foudy Sports Leadership Academy",NULL,"1801 S. Prairie Avenue",Chicago,IL,60616,USA,www.juliefoudyleadership.com,949-648-2050,NULL,,NULL
7151,1,"North American Federation of Temple Youth-NFTY",NULL,"633 Third Avenue, 7th Floor","New York",NY,10017,USA,www.nfty.org,212-650-4070,NULL,NULL,NULL
7152,4,"Earthwatch Institute",NULL,"114 Western Ave.",Boston,MA,02134,USA,www.earthwatch.org,800-776-0188,NULL,NULL,NULL
7153,1,"""I have a dream"" Foundation",,"330 Seventh Avenue, 20th Floor","New York",NY,10001,USA,www.Ihaveadreamfoundation.org,212-293-5480,NULL,NULL,NULL
7154,4,"American Rivers",NULL,"1101 14th Street NW, Suite 1400",Washington,DC,20005,USA,www.americanrivers.org,202-347-7550,NULL,NULL,NULL
7155,4,"Tuolumne River Trust",NULL,"111 New Montgomery Street, Suite 205","San Francisco",CA,94105,USA,www.tuolumne.org,415-882-7252,NULL,NULL,NULL
7156,2,"Castro Elementary",NULL,"220 View Street","Mountain View",CA,94041,USA,NULL,650-526-3590,NULL,NULL,NULL
7157,1,"A Holiday Affaire",NULL,NULL,NULL,NULL,NULL,NULL,NULL,310-545-6239,NULL,NULL,NULL
7158,7,"The Leukemia & Lymphoma Society",NULL,NULL,NULL,NULL,NULL,NULL,www.leukemia-lymphoma.org,800-955-4572,NULL,NULL,NULL
7159,1,Cinequest,NULL,"P.O. Box 720040","San Jose",CA,95172,USA,www.cinequest.org,408-295-3378,NULL,contact@cinequest.org,NULL
7160,1,"South Peninsula Hebrew Day School-SPHDS",NULL,"1030 Astoria Drive",Sunnyvale,CA,94087,USA,www.sphds.org,408-738-3060,NULL,NULL,NULL
7161,1,"Center for Youth Evangelism",NULL,"4145 E. Campus Circle Drive","Berrien Spring",MI,49104,USA,www.adventistyouth.org,800-968-8428,NULL,NULL,NULL
7162,4,"NASA Ames",NULL,NULL,NULL,CA,,USA,www.nasa.org,,NULL,NULL,NULL
7163,1,"Aeron Flute Inc.",NULL,"557 Leland Avenue","San Jose",CA,95128,USA,www.aeronflutes.com,408-394-9264,NULL,contact@aeronflutes.com,NULL
7164,1,"Beechwood Elementary School",NULL,"780 Beechwood Avenue",Fullerton,CA,93835,USA,www.fsd.k12.ca.us,714-447-2850,NULL,NULL,NULL
7165,1,"St. vincent de Paul",NULL,"165 Stillman Street","San Francisco",CA,94107,USA,www.svdp-sf.org/,415-977-1270,NULL,NULL,NULL
7166,1,"Make a Wish",NULL,"4742 N. 24th Street, Suite 400",Phoenix,AZ,85016,USA,wish.org,602-279-9474,NULL,NULL,NULL
7167,4,"Pound Puppy Rescue",NULL,NULL,NULL,NULL,NULL,USA,htt://www.poundpuppyrescue.org,,NULL,NULL,NULL
7168,6,"Common Ground Releif",NULL,"1800 Deslonde Street","New Orleans",Loisiana,70117,USA,www.commongroundrelief.org,504-942-3737,NULL,NULL,NULL
7169,6,"Beacon of Hope",NULL,"145 Robert E. Lee Blvd, suite 200","New Orleans",Louisiana,70124,USA,www.lakewoodbeacon.org,504-309-5120,NULL,NULL,NULL
7170,1,"Hope Lab",NULL,NULL,NULL,NULL,NULL,NULL,hopelab.org,NULL,NULL,NULL,NULL
7171,5,"Registrar of Voters-Santa Clara County",NULL,"1555 Berger Dr. #A","San Jose",CA,95112,USA,www.sccvote.org,408-299-8683,NULL,NULL,NULL
7172,6,"Palo Alto Housing Corporation",NULL,"725 Alma Street","Palo Alto",CA,94301,USA,www.paloaltohousingcorp.org,650-321-9709,NULL,NULL,NULL
7173,3,"Our Lady of Fatima Villa",NULL,"20388 Saratoga-Los Gatos Road",Saratoga,CA,95070,USA,fatimavilla.org,408-741-4930,NULL,NULL,NULL
7174,3,"Villa Siena Retirement Community",NULL,"1855 Miramonte Ave.","Mountain View",CA,94040,USA,,650-961-6484,NULL,NULL,NULL
7175,1,"St Albert's Church",NULL,"1022 Holly Street",Alameda,CA,94502,USA,www.stalhsar.com/,510-373-5220,NULL,NULL,NULL
7176,1,"Bank of West Tournament",NULL,"685 Market Street","San Fransisco",CA,94105,USA,NULL,866-982--8497,NULL,NULL,NULL
7177,1,"Big Brothers Big Sisters",NULL,"1618 2nd Street","San Rafael",CA,94901,USA,www.bbs.org,415-453-3800,NULL,NULL,NULL
7178,1,"Ronald Mcdonald",NULL,"1640 Scott Street","San Fransisco",CA,94115,USA,www.rmhcbayarea.com/,415-673-0891,NULL,NULL,NULL
7179,1,"Art in Action",NULL,"3925 Bohannon Drive","Menlo Park",CA,94025,USA,www.artinaction.org/,650-566-8339,NULL,info@artinaction.org,NULL
7180,5,"Washington State Democrats",NULL,NULL,NULL,NULL,NULL,NULL,www.wa-democrats.org/home,NULL,NULL,NULL,NULL
7181,1,"Huabei Oilfield Donfeng Elementary School",NULL,NULL,NULL,NULL,NULL,China,NULL,NULL,NULL,NULL,NULL
7182,1,"Adolescent Counseling Service",NULL,"4000 Middlefield Road, Suite FH","Palo Alto",ca,94303,USA,www.acs-teens.org,650-424-0852,NULL,info@acs-teens.org,NULL
7183,4,"canine companions independent",CCI,"P.O. Box 446","Santa Rosa",CA,95402,USA,cci.org,866-224-3647,NULL,NULL,NULL
7184,8,"Alexandra Chiles Foundation",NULL,"P.O. Box 823","Menlo Park",CA,94026,USA,www.alexandrachilesfoundation.org/,650-948-4793,NULL,abitachiles@gmail.com,NULL
7185,8,"Action in Africa",NULL,"1634 Eye Street",Washington,DC,20006,USA,www.africaaction.org/,202-546-7961,NULL,NULL,NULL
7186,2,"First Lego League",FLL,"200 Bedfors Street",Manchester,NH,03101,USA,www.firstlegoleague.org,603-666-3906,NULL,NULL,NULL
7187,1,"Costano Elementary School","Ravenswood school district","2695 Fordham Street","East Palo Alto",CA,94303,USA,www.ravenswood.k12.ca.us,650-329-2830,NULL,NULL,NULL
7188,5,"office of senator simitian","160 Town and Country Village","office od Senator Simitian","Palo Alto",CA,94301,USA,www.senatorsimitian.com,916-651-4011,NULL,NULL,NULL
7189,2,"Stanford Atheletics",NULL,NULL,NULL,NULL,NULL,NULL,www.gostanfrod.com,NULL,NULL,NULL,NULL
7190,1,"Sojourner Truth Child Development Center",NULL,"3990 Ventura Ct.","Palo Alto",CA,94306,USA,,650-493-5990,NULL,NULL,NULL
7191,8,"Esperanza Inc",NULL,"3104 W. 25th Street, 4th floor",Cleveland,OH,44109,USA,www.esperanzainc.org,216-651-7178,NULL,NULL,NULL
7192,1,"All Saints Epixcopla Church",NULL,"1350 Waller Street, Haight Ashbury District","San Francisco",CA,94117,USA,www.allsaintssanfran.org,415-621-1862,NULL,NULL,NULL
7193,2,"University Club of Palo Alto",NULL,"3277 Miranda Avenue","Palo Alto",CA,94304,USA,www.ucpaloalto.com,650-493-3972,NULL,NULL,NULL
7194,1,MINGA,NULL,"11 /arlington Street",Boston,CA,02116,USA,www.mingagroup.org,617-895-0245,NULL,NULL,NULL
7195,2,"Jefunira Camp",NULL,"221 Lassen Avenue","Mountain View",CA,94043,USA,www.jefuniracamp.com,650-291-2888,NULL,NULL,NULL
7196,7,"Susan G. Koman for the Cure",NULL,NULL,"San Francisco",CA,NULL,USA,ww5.komen.org,972-701-2168,NULL,news@komen.org,NULL
7197,1,"southwestern university",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7198,9,"Sacred Heart Community Service {Hand On Bay Area}","Food/Shelter (Food Packaging)","1381 S. First St. {135 Bluxome St. 2nd floor}","San Jose {San Francisco}",CA,"95110 {94107}",USA,,415-541-9616,"Shuai Chen {Hand On Bay Area}",,NULL
7201,2,"Oshman Family JCC","Sports/Kids (J-Camp Administration)","3921 Fabian Way","Palo Alto",CA,94303,USA,,650-223-8622,"Katie Chapin",,NULL
7202,8,"Ramat HaShikma Community Center (Matnas)","Humanitarian (Assistant Counselor)","Shalem 32. Ramat Gan Israel",,,,Israel,,03-6311410,"Pini Goldberg",,NULL
7203,1,"Palo Alto MediaCenter","Education (Youth Advisory Council)","900 San Antonio Rd.","Palo Alto",CA,94303,,,650-494-8686,"Rebecca Fisher",,NULL
7204,2,"Magical Bridge Playground","Sports/Kids (Events helper: Filming, blowing balloons, concert, etc...)","416 Fulton St.","Palo Alto",CA,94303,,,650-380-1557,"Olenka Villarreal",,NULL
7205,4,"Bold Earth Adventures","Animal/Environment (clean beaches for wildlife safely)","2308 Fossil Trace Drive",Golden,Colorado,80401,,,,"Abbott Wallis",,NULL
7206,1,"Paly Debate Team","Education (Teaching Debate & Speech to Middle Schoolers)","Palo Alto High School (50 Embracadero Rd)","Palo Alto",CA,94301,,,650-307-2018,"Jenny Savage",,NULL
7208,2,"Special Skaters","Sports/Kids (Skating)","3140 Bay Road","Redwood City",CA,94063,,,650-364-8090,"Susan Blaisdell",,NULL
7209,7,"Lucile Packards Children Hospital","Health Care/Safety (maternity service)","725 Welch road","Palo Alto",CA,94301,,,650-497-8549,"Mary Ellen Cozzi",,NULL
7210,7,"Lucile Packard Childrens Hospital","Health Care/Safety (maternity service)","725 Welch road","Palo Alto",CA,94301,,,,,,NULL
7211,2,"Peninsula Skate Club","Sports/Kids (Spring Jubilie Running)","1500 South Tenth St.","San Jose",CA,95112,,,650-274-0278,"Betsy Anderson",,NULL
7212,10,"Key Club International","GMulti events helper: planting, construction, food packaging,etc...","Palo Alto High School (50 Embracadero Rd)","Palo Alto",CA,94301,,,317-875-8755,"Kevin Hu",,NULL
7213,1,"Palo Alto Children's Library","Education (Books Shelving & assist on library's works)","1276 Harriet St. ","Palo Alto",CA,94301,,,650-329-2436,,,NULL
7214,10,"One Million Lights","General/Comunity (fundraising)","P.O. Box 444","Palo Alto",CA,94302,,,"214-505-9877 or 650-387-3150","Jaon Dovsey",,NULL
7215,2,"City of Palo Alto Recreation","Sports/Kids (Junior Camp counselor)","Lucie Stern Center","Palo Alto",CA,94301,,,650-463-4910,"Khashayar CASH Alaee",,NULL
7216,4,"Palo Alto Jr. Museum","Animal/Environment (Camp Kinetic helper)","1451 Middlefield Rd.","Palo Alto",CA,94301,,,650-329-2111,"Heather Bakal",,NULL
7217,3,"National Senior Games","Senior/Disabled (Assist in Badminton & Basketball)","Stanford University","Palo Alto",CA,,,,650-323-9400,"Bonnie Luftig",,NULL
7219,1,"Woodside Priory School& Sustainable Horizon","Cleaned habitat & Created tortoise pond for Science program at local school","302 Portola Rd.","Portola Valley",CA,94028,,woodsidepriory.com,650-851-6129,"Christine Muir",cmuir@woodsidepriory.com,NULL
7220,9,"Troop 51- Boy Scouts & America","Scouting for food pick up & drop off & Memorial Day Grave decoration","1094 Forest Ave.","Palo Alto",CA,94301,,,650-323-5160,"Barb Schroder",,NULL
7221,4,"Palo Alto High School TEAM","Animal/Environment (Arastradero & Save the Bay planting)","Palo Alto High School (50 Embracadero Rd)","Palo Alto",CA,94301,,,650-329-3710,"Ms. Hori",,NULL
7222,1,"Apple Tree Library Foundation","Books Shelving & assist on library's works, Haiti relief supplies correcting","781 Newell Rd.","Palo Alto",CA,94303,,,408-219-0199,"Cathy Hsiao",,NULL
7223,8,"Apple Tree Library in China","Teaching & Conducting English reading program for people live in China",,"Hefei, Chongging, Beikei, Jingzhon, Wuhan",,,China,,,,,NULL
7224,7,"Palo Alto VA Health Care","Health Care/Safety ","3801 Miranda Ave.","Palo Alto",CA,94304,,,650-493-5000,"Jammu owens",,NULL
7225,2,"Christian Music Theater (CMT)","Sports/Kids (Summer Theatre Camp Counselor)","3149 Waverley St.","Palo Alto",CA,94306-2902,,,650-494-1212,"Karen Salveson",,NULL
7226,5,"Youth Forum","Civic Engagement ( Youth Forum)",,,,,,,,"Alicia Gregory",alicia@youthcommunityservice.org,NULL
7227,1,"City of Palo Alto Downtown Library","Education (Assist on library's works)","270 Forest Ave.","Palo Alto",CA,94301,,,650-329-2438,"David Sigua",,NULL
7228,8,"Tarbiat Modares International University, Natural Resources & Marine Science Department","Humanitarianism (Training, Sample Collection, Data testing & analysis)","Imam Khomeini St.  P.O. Box 64414-356 ",Noor-Mazandaran,,,Iran,,1198-122-625-3101,"Dr. Rabi Behrooz",,NULL
7229,1,"Living Spanish Org.","Education (Help children to cope & excel in Spanish Immersion Camp)","572 College Ave.","Palo Alto",CA,94306,,,650-813-0970,"Tony Lee",,NULL
7230,1,"Jordan Math Club","Education (Math Club assisting)","750 N. California Ave.","Palo Alto",CA,94303,,,650-494-8120,"Ellie Slack",,NULL
7232,3,"Crestmont Conservatory of Music","Senior/Disabled (Playing Music at Senior Nursing Home)","2575 Flores St.",,CA,,,,650-574-4633,"Thomas Hansen",,NULL
7233,4,"PALY TEAM","Animal/Environment (Arastradero restoration & Save the Bay )","Palo Alto High School (50 Embracadero Rd)","Palo Alto",CA,94301,,,650-329-3701,"Lynn Hori",,NULL
7234,10,"Hand On Bay Area","General/Community (Family Day at Cantor Center helper)","135 Bluxome St. ","San Francisco",CA,94107,,,415-541-9616,"Lisa Mooring",,NULL
7236,3,"String Studio","Senior/Disabled (Musical entertainment for seniors)","789 E. Meadow Dr.","Palo Alto",CA,94303,,,650-852-0712,"Anna Sokmor ",,NULL
7237,10,"Youth Community Service (FLC)","General/Community (Freshman Leadership Camp)","3800 Middlefield Rd.","Palo Alto",CA,94303,,,650-617-8973,"Judy Dauberman",,NULL
7239,2,"Palo Alto Partners In Education","Sports/Kids (PiE Fair helper)","25 Churchill Ave.","Palo Alto",CA,94306,,,650-329-3723,"Louise Valente",,NULL
7240,5,"Burnett Academy Debate Tournament","Civic Engagement (Judge community debate)","850 N. 2nd St.","San Jose",CA,,,,,"Gay Brasher",,NULL
7241,1,"PALY Math Camp","Education (Math Curriculum Preparation & Camp Coaching)","480 E. Meadow","Palo Alto",CA,94306,,,650-619-0212,"Scott Zhuge/ Suzanne Antink",,NULL
7242,1,"PALY Speech & Debate Camp","Education (Speech & Debate Camp)","Palo Alto High School (50 Embracadero Rd)","Palo Alto",CA,94301,,,650-833-9753,"Jennie Savage",,NULL
7243,2,"Shoreline Aquatic Center","Sports/Kids (Windsurfing & Sailing Camps helper)",Shoreline,"Mountain View",CA,,,,650-965-7474,"Jim Airo",,NULL
7247,3,"The Senior Games","Senior/Disabled (Senior Games Mascot/Photographer)","Stanford University","Palo Alto",CA,,,,650-323-9400,,,NULL
7249,10,"Cantor Art Museum","General/Community (Distributing Rack Cards for Studio Exhibition)","Stanford University","Palo Alto",CA,,,,650-724-3600,"Margaret Whitehorn",,NULL
7250,2,"California Youth Soccer Association","Sports/Kids (Assistant Coaching in Soccer)","765 Portola Rd.","Portola Valley",CA,94028,,,,"Ernesto Cruz",,NULL
7251,1,"Kids Against Poverty","Education (Lecture of Wildlife)",,,,,,,,"Stephanie Osborne",,NULL
7252,7,"Pancreatic Cancer Action Network","Health Care/Safety (Benefit Consert & Lecture)","2141 Rosecrans Ave. ","El Segundo",CA,90245,,,1-310-725-0025,"Lehua Greenman",,NULL
7253,2,"Gamble Garden Center","Sports/Kids (Family Day- Helping Children with crafts)","1431 Waverley St.","Palo Alto",CA,94301,,,650-329-1356,"Susann Mirabella/ Robin Allen",,NULL
7254,9,InnVision,"Food/Shelter (Helping set up dinner for homeless)","33 Encina Ave.","Palo Alto",CA,94301,,,"650-853-7066 X 5","Kristin Claler",,NULL
7255,9,"InnVision- PA Food Closet","Food/Shelter (Baking & Cooking for Homeless)","360 Kellogg Ave.","Palo Alto",CA,94301,,,650-561-3890,"Jane Solomon/ Sara Callahan",,NULL
7256,10,"Palo Alto High School Music Boosters","General/Community (working at Flea Market)","Palo Alto High School (50 Embracadero Rd)","Palo Alto",CA,94301,,,650-329-3710,"Jeff Willner",,NULL
7259,10,"Reikes Center","General/Community (Giving Tour & Music Lesson, helping facility & kids, etc...)","3455 Edison Way","Menlo Park",CA,94025,,,650-364-2509,"Lex Ebbink-Alemania/ Gary Reikes",,NULL
7260,2,"Right To Play","Sports/Kids (Leading Activities for Kids)","65 Queen St. West",Toronto,Ontario,M5H2M5,Canada,,1-416-498-1922,"Doreen Mullady",,NULL
7261,10,"National Charity League","General/Community (Make Crafts for American Red Cross & Pilgrim Haven)",,,,,,,,"Lisa Carmel",,NULL
7264,1,"East Palo Alto Tennis & Tutoring (EPATT)","Education (Tutoring Math & English to Kindergarteners)","P.O. Box 60597",,,,,,650-823-0516,"Dave Hiaoki",,NULL
7265,10,"Palo Alto Auxiliary","General/Community (Lucile Parkards American Girl Fashion Show)","P.O. Box 7064","Menlo Park",CA,94026,,,"650-968-8409 or 650-364-2587","Sarah Beetem",,NULL
7266,10,"American Cancer Soviety","General/Community (Make bags for Relay for Life)","1650 Amphlett Blvd. Ste 110","San Mateo",CA,94402,,,650-578-9902,"Lisa Carmel/ Nancy Jones",,NULL
7267,10,"African Library Book Drive","General/Community (BLC Book Packing)",,,,,,,,"R. Kellerman",,NULL
7270,9,"Free The Children","Food/Shelter (Baked goods to fundraising for childrens in Kenya)","530 Lytton Ave.","Palo Alto",CA,94301,,,,"Shames Panaki",,NULL
7274,3,"Bay Area Senior Games","Senior/Disabled (Volunteer Tabletennis Tournament for Senior Games)","Stanford University",,CA,,,,650-793-2563,"Dennis Davis",,NULL
7276,4,"City of San Mateo ","Animal/Environment (Bay Clean Up)","330 W. 20th Ave.","San Mateo",CA,,,,650-522-7300,"Kay McCain",,NULL
7277,6,"Rebuilding Together Peninsula (RTP)","Home/ Construction (Outdoor & Warehouse Help)","841 Kaynyne St.","Redwood City",CA,94063,,,650-366-6597,"Lily Abt",,NULL
7278,4,"Green Waste","Animal/Environment (Waste Education at Festival)","2000 Geng Rd.","Palo Alto",CA,,,,650-799-3213,"Zea Luce",,NULL
7279,10,"Stanford Campus Recreation Association","General/Community (Hospitality for Club Open House & Count Ribbons)","875 Bowdoin St. ",Stanford,CA,94305,,,650-736-7272,"Jeannie Meyer",,NULL
7280,10,"Nixon PTA","General/Community (PTA Auction Checkout Runner)","1711 Stanford Ave.","Palo Alto",CA,94305,,,650-856-1622,"Gioia Allegretti",,NULL
7281,10,"Project Linus South Bay/ San Jose","General/Community (Sewing Labels on blankets)","11061 S. Stelling Rd. ",Cupertino,CA,95014,,,408-252-1858,"Sharon Lee",,NULL
7282,3,"2009 Summer National Senior Games","Senior/Disabled ( Registration & Cyber Cafe Attendant)","Stanford University",Stanford,CA,,,volunteers@2009seniorgames.org,650-323-9400,"Bonnie Luftig",,NULL
7283,2,"Sky Camp","Sports/ Kids (Volunteer work with little kids)","1207 Waverley St.","Palo Alto",CA,94301,,,650-796-1200,"Slylor Dororn",,NULL
7284,4,"Global Volunteers","Animal/ Environment (Ambassador)","875 E. Little Canada Rd.",,,,,,651-407-6100,"Nia Salas",,NULL
7286,2,"Midnight Basketball","Sports/ Kids (Coach at Youth Basketball Camp)","398 Irving Ave.","San Jose",CA,95728,,,408-315-3962,"Scott Peters",,NULL
7288,2,"Edgewood House School","Sports/ Kids (Working with children: reading stories, painting & supervising)",,,,,,,650-424-1315,"Tanya Stabinsky",,NULL
7289,10,"Paly Christmas Tree Lot","General/ Community (Sale person & Help guide people through the tree lot)","50 Embarcadero Rd.","Palo Alto",CA,94301,,,853-0456,"Kristine Peterson",,NULL
7290,2,"Palo Alto Midnight Basketball","Sports/ Kids (Coach at Youth Basketball Camp)","398 Irving Ave.","San Jose",CA,95728,,,408-315-3962,"Scott Peters",,NULL
7291,2,"Stanford All-Sports Camp","Sports/ Kids (Volunteer Camp Counselor)","641 E. Campus Dr.",Stanford,CA,94305,,,650-725-0745,"Pam Mahlow",,NULL
7294,1,"Stretch To Kindergarten","Education (Classroom Assistant, Interacting & Supervising children)","P.O. Box 391597","Mountain View",CA,94039,,,650-464-6307,"Liz Simons/ Betsy Nikolchev",,NULL
7296,10,"Parents Association of Just Dance","General/ Community (Fundraising: sales flowers & tickets)","2612 Union Ave. ","San Jose",CA,95124,,,650-799-5008,"Krasty Smale",,NULL
7297,10,"Paly Sports Boosters","General/ Community (Tree Tying)","50 Embarcadero Rd.","Palo Alto",CA,94301,,,650-329-1349,"Yina Bono",,NULL
7299,2,"Stanford Camps Recreation Association","Sports/ Kids (Volunteer at Timing & Swimming in swim meet & Dinner clean up)","875 Bowdoin ",Stanford,CA,94305,,,650-736-7272,"Andrea Barnes",,NULL
7302,2,"JLS Wrestling","Sports/ Kids (Coach Middle School Wrestling)","480 E. Meadow","Palo Alto",CA,,,,650-219-6383,"Bravmon Creighton",,NULL
7303,9,"Bay Scouts of America","Food/ Shelter (Drop off & pick up scouting for food & Memorial Flag Decorating) ","1305 Middlefield Rd.",,,,,,650-743-9051,"Harry Vertelney",,NULL
7304,10,TEAM,"General/ Community (Luna volunteer)","50 Embarcadero Rd.","Palo Alto",CA,94301,,,650-722-0393,"Linn Hori",,NULL
7305,1,"California Family Foundation","Education (Classroom Assistant)","3201 Ash St.","Palo Alto",CA,94306,,,650-424-9753,"Meralin Anderson",,NULL
7306,10,"Key Club","General/ Community (Fasting for Awareness)","50 Embarcadero Rd.","Palo Alto",CA,94301,,,,"Erica Ji",,NULL
7307,1,"Palo Alto Summer School ","Education (Classroom Assistant)","Fairmeadow Elementary School (500 E. Meadow Dr.)","Palo Alto",CA,94306,,,650-329-3769,"Melissa Fassler/ Wendy Velez",,NULL
7309,10,"Paly YCS-Interact","General/ Community (Moonlight Run Event volunteer)","50 Embarcadero Rd.",,CA,94301,,,650-329-3710,"Hannah Kim",,NULL
7310,5,"Senator Joseph Simitian","Civic Engagement (Internship)","160 Tounano Country Village","Palo Alto",CA,94301,,,650-688-6384,"Tyler Haskell",,NULL
7312,2,"Palo Alto Little League (Royals Coach Pitch Baseball Team)","Sports/ Kids (Coach Assistant: help at practices & games)","3672 Middlefield Rd.",,CA,94303,,,,"Rich Pearson",rich.pearson@yahoo.com,NULL
7313,7,"Med Share","Health Care/ Safety (Sorting Medical Supplies)","2937 Alvarado St.","San Leandro",CA,94577,,,510-567-7070,"Terry Monday",,NULL
7314,10,"Boys & Girls Club of The Peninsula","General/ Community (Recruiting, meeting, games & clinics)","1109 Hilton St.","Redwood City",CA,,,,650-587-9370,"Peter Portchborgh",,NULL
7315,8,"EUO, RSC6","Humanitarianism (Wyclet Jean Campaign- HAITI)","200 Madison Ave.",N.Y.,NY,10016,,,212-367-6800,"Allison Pinter",,NULL
7316,2,"Palo Alto Water Polo","Sports/ Kids (Helping run a tournament)","50 Embarcadero Rd.",,CA,94301,,,650-740-2936,"Cory Olcott",,NULL
7317,10,"USA Works Fob Foundation ","General/ Community (fundraising)","2124 Main St. Suite 240","Huntington Beach",CA,,,,714-500-5449,"Jenny Stephanepolous",,NULL
7318,7,"Agile Physical Therapy","Health Care/ Safety (Nemaline Myocathy Fundraiser)","2450 El Camino Real #101","Palo Alto",CA,,,,650-565-1706,"Marc Guiliet",,NULL
7319,3,"National Senior Games Association","Senior/ Disabled (Triple & Long Jump Pit)","Baton Rouge",LA,,,,,713-853-8777,"Baird Lloyd",,NULL
7320,2,"AYSO (American Youth Soccer Organization)","Sports/ Kids (Coach Assistant for soccer practices & games)","CVPA, Palo Alto AYSO P.O. Box 1493","Palo Alto",CA,94302,,,,"Aznur Mohamed",volunteer-coord@ayso26.org,NULL
7321,10,"Summer's Best 2 Weeks","General/ Community (Summer Camp Work Crew: served meals, cleaning camp facilities)","111 Lake Gloria Rd. ",Boswell,PA,15531,,,814-629-9744,"Kristin Conrad",,NULL
7322,6,"Global Works","Home/Construction (Community Renovation Project in Costa Rica: building for new school room, construction works & cleaning)","2342 Broadway",Boulder,CO,80304,,,303-545-2202,"Erik Werner",,NULL
7323,7,"Stanford University Dept. of Neurology ","Health Care/ Safety (Assistant in Lab work & duties)","Steinmam Lab Beckman Center B002 279 Campus Dr.",Stanford,CA,94305,,,650-723-7295,"Dr. Hedwich Kuipers",,NULL
7324,10,"Sea Scout Ship Intrepid","General/ Community (selling X-mas Trees for Scouts)","675 Seaport Blvd.","Redwood City",CA,,,,650-714-5191,"Ken Shupe",,NULL
7325,10,"Haymarket Theater","General/ Community (Theater Stage Tech building & control)","50 Embarcadero Rd.",,CA,94301,,,650-329-3857,"Kathleen Woods",,NULL
7326,10,"PALY Environmental Initiative Club","General/ Community (Club meeting & Lunch Activity)","50 Embarcadero Rd.","Palo Alto",CA,94301,,,650-380-8787,"Shirley Tokheim",,NULL
7327,10,"Friendship Circle","General/ Community (Training session & Friend at home events)","3900 Fabian Way","Palo Alto",CA,94303,,,650-858-6990,"Ezzy Schosteimen ",,NULL
7328,4,"Creek & River Clean Up","Animal/ Environment (Creek Clean Up)","316 Emerson Ave. ","Palo Alto",CA,94306,,,650-704-8608,"Jim McCarthy",,NULL
7329,4,Greenwaste,"Animal/ Environment (Greenwaste at Glass Festival in Palo Alto)","2000 Geng Rd.","Palo Alto",CA,,,,650-799-3213,"Zea Luce",,NULL
7331,6,"Parents Nursery School","Home/Construction (School Maintenance) ","2328 Louis Rd.","Palo Alto",CA,94303,,,650-856-1440,"Ying Wang",,NULL
7332,4,"Palo Alto Parks & Recreation","Animal/ Environment (Fixing Turf at Heritage Park)","Homer & Bryant","Palo Alto",CA,,,,650-329-2366,Granger,,NULL
7333,10,"El Camino Hospital Foundation","General/ Community (Traffic Cop & Gifts Runner)","2500 Grant Rd.","Mountain View",CA,94040,,,650-940-7000,"Mader Chaleff",,NULL
7334,2,"Oshman Family Jewish Community Center","Sports/ Kids (Counselor Training, teach kids in swimming, interact & supervise kids in camp projects)","4000 Middlefield Rd. Building R","Palo Alto",CA,94303,,,650-493-9400,"Whitney Pollack",,NULL
7336,10,"Volunteered with Gohns & Colitis Foundation","General/ Community (Set up, served & cleaned up Water Stations in Rock & Roll Half Marathon Fund Raiser)",,"San Jose",CA,,,,646-717-6205,"Breanne Long",,NULL
7338,10,"Jewish Community Teen Foundation","General/ Community (Leadership council: meeting, fundraising & interview potential members)","3921 Fabian Way",,,,,,852-9020,"Gillad Salmon",,NULL
